district,sector,trade,priority,recommendation_type,recommendation,reason,supporting_metrics,confidence_score,data_availability
mumbai suburban,,food production (general),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for food production (general) in mumbai suburban before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
mumbai suburban,,information and communication technology system maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for information and communication technology system maintenance in mumbai suburban before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nagpur,,information and communication technology system maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for information and communication technology system maintenance in nagpur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nashik,,refrigeration and air conditioner technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician in nashik before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nashik,,surveyor,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for surveyor in nashik before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
palghar,,mechanic motor vehicle,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle in palghar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
palghar,,refrigeration and air conditioner technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician in palghar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
parbhani,,cosmetology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for cosmetology in parbhani before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
parbhani,,mechanic diesel,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel in parbhani before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,computer hardware and network maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for computer hardware and network maintenance in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,information and communication technology system maintenance,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for information and communication technology system maintenance in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
pune,,surveyor,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for surveyor in pune before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
raigad,,attendant operator (chemical plant),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for attendant operator (chemical plant) in raigad before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
raigad,,mechanic diesel,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel in raigad before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
ratnagiri,,draughtsman civil,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman civil in ratnagiri before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
sangli,,electronics mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic in sangli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
satara,,plumber,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for plumber in satara before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
sindhudurg,,geo-informatics assistant,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for geo-informatics assistant in sindhudurg before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
solapur,,electronics mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic in solapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
solapur,,refrigeration and air conditioner technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician in solapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
solapur,,wood work technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wood work technician in solapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
thane,,cosmetology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for cosmetology in thane before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
thane,,electronics mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic in thane before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
thane,,plumber,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for plumber in thane before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
thane,,stenographer secretarial assistant (english),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for stenographer secretarial assistant (english) in thane before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
washim,,mechanic motor vehicle,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic motor vehicle in washim before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
washim,,wood work technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wood work technician in washim before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
yavatmal,,electronics mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electronics mechanic in yavatmal before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.41, 'current_demand_score': 50.0, 'current_gap': 46.59, 'priority_score': 48.05, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
ahmednagar,,machinist,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for machinist in ahmednagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chandrapur,,pump operator cum mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for pump operator cum mechanic in chandrapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gadchiroli,,mechanic tractor,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic tractor in gadchiroli before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
gondia,,dress making,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for dress making in gondia before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,fitter under dual training system,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fitter under dual training system in jalgaon before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalgaon,,machinist,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for machinist in jalgaon before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
jalna,,dress making,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for dress making in jalna before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
latur,,machinist,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for machinist in latur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
mumbai,,draughtsman mechanical,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for draughtsman mechanical in mumbai before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
mumbai,,welder,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for welder in mumbai before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
mumbai suburban,,wireman,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wireman in mumbai suburban before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nagpur,,dress making,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for dress making in nagpur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nagpur,,machinist,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for machinist in nagpur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nagpur,,pump operator cum mechanic,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for pump operator cum mechanic in nagpur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nandurbar,,dress making,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for dress making in nandurbar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
nandurbar,,sewing technology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for sewing technology in nandurbar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
palghar,,wireman,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for wireman in palghar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
raigad,,machinist,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for machinist in raigad before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
raigad,,turner,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for turner in raigad before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
ratnagiri,,dress making,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for dress making in ratnagiri before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
sindhudurg,,electrician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for electrician in sindhudurg before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
solapur,,machinist,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for machinist in solapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
solapur,,mechanic tractor,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic tractor in solapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
thane,,machinist,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for machinist in thane before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
yavatmal,,sewing technology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for sewing technology in yavatmal before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 3.58, 'current_demand_score': 50.0, 'current_gap': 46.42, 'priority_score': 47.95, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
ahmednagar,,plumber,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for plumber in ahmednagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
akola,,cosmetology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for cosmetology in akola before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
akola,,fashion design and technology,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for fashion design and technology in akola before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
amravati,,refrigeration and air conditioner technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician in amravati before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
amravati,,sheet metal worker,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for sheet metal worker in amravati before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
beed,,sheet metal worker,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for sheet metal worker in beed before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
buldhana,,plumber,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for plumber in buldhana before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chandrapur,,dress making,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for dress making in chandrapur before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,dress making,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for dress making in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,mechanic diesel,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for mechanic diesel in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
chhatrapati sambhajinagar,,solar technician (electrical),Insufficient Data,Data Ingestion Required,Collect further supply and demand data for solar technician (electrical) in chhatrapati sambhajinagar before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dharashiv,,dress making,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for dress making in dharashiv before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
dhule,,refrigeration and air conditioner technician,Insufficient Data,Data Ingestion Required,Collect further supply and demand data for refrigeration and air conditioner technician in dhule before allocating government training resources.,Confidence rating (0.4) is below the required operational threshold (0.5).,"{'supply_score': 4.44, 'current_demand_score': 50.0, 'current_gap': 45.56, 'priority_score': 47.46, 'future_demand_score': None, 'future_gap': None, 'growth_trend': None}",0.4,"{'has_supply': True, 'has_current_demand': False, 'has_future_demand': False}"
